name,time
Sid Meier's Civilization IV Warlords,11.03
Sid Meier's Civilization V,91.82955390334573
Sid Meier's Pirates!,7.059090909090909
Sid Meier's Railroads!,9.178571428571429
SimCity 4 Deluxe,20.677192982456138
Sins of a Dark Age,2.5461538461538464
Sins of a Solar Empire Rebellion,30.434042553191492
Sins of a Solar Empire Trinity,15.907692307692306
"Sir, You Are Being Hunted",2.4812499999999997
Skullgirls,9.53125
Skullgirls Endless Beta,6.7
Sleeping Dogs,23.128235294117648
Sleeping Dogs Definitive Edition,12.776923076923076
Slender The Arrival,2.8461538461538463
Smashball,1.6357142857142857
Sniper Elite,26.71
Sniper Elite 3,21.11320754716981
Sniper Elite Nazi Zombie Army,5.239130434782608
Sniper Elite Nazi Zombie Army 2,4.223529411764706
Sniper Elite V2,10.428248587570621
Sniper Ghost Warrior,13.348076923076924
Sniper Ghost Warrior 2,6.702777777777778
Soccer Manager 2015,5.458333333333333
Soccer Manager 2016,2.3333333333333335
SolForge,3.25
Solar 2,4.975
Soldier Front 2,7.269230769230769
Sonic & All-Stars Racing Transformed,5.790625
Sonic Adventure 2 ,5.858333333333333
Sonic Generations,21.375
Source Filmmaker,13.657575757575756
South Park The Stick of Truth,16.805050505050506
Space Engineers,43.79509803921569
Space Pirates and Zombies,30.812903225806448
SpaceChem,8.554545454545455
Spec Ops The Line,15.873214285714285
SpeedRunners,13.378181818181817
Spelunky,11.141176470588235
Spintires,26.974193548387095
Spiral Knights,12.2015873015873
Spooky's House of Jump Scares,0.9424242424242425
Spore,29.42413793103448
Spore Creepy & Cute Parts Pack,8.336363636363636
Spore Galactic Adventures,16.958823529411767
Squishy the Suicidal Pig,2.2916666666666665
Stacking,5.5249999999999995
Star Conflict,11.792592592592595
Star Trek Online,70.02199999999999
Star Wars - Battlefront II,10.036036036036036
Star Wars - Jedi Knight II Jedi Outcast,7.709999999999999
Star Wars Dark Forces,3.7642857142857147
Star Wars Empire at War Gold,11.7975
Star Wars Jedi Knight Dark Forces II,6.970000000000001
Star Wars Jedi Knight Jedi Academy,11.635135135135135
Star Wars Knights of the Old Republic,14.965853658536586
Star Wars Republic Commando,4.133333333333334
Star Wars The Force Unleashed II,5.3
Star Wars The Force Unleashed Ultimate Sith Edition,5.3121212121212125
StarDrive,18.0
StarForge,5.552631578947368
Starbound,39.31666666666667
Starbound - Unstable,6.57
Starpoint Gemini 2,7.46923076923077
State of Decay,14.1703125
Stealth Bastard Deluxe,2.223076923076923
SteamWorld Dig,3.2624999999999997
Steel Ocean,3.5749999999999997
Stranded Deep,18.27027027027027
Strider,1.7909090909090908
Strife,9.197058823529412
Strike Suit Zero,1.9105263157894736
Strike Vector,1.24
Stronghold 2,8.113333333333333
Stronghold 3,9.533333333333333
Stronghold Crusader 2,30.826666666666664
Stronghold Crusader HD,7.726086956521739
Stronghold HD,4.3047619047619055
Stronghold Kingdoms,39.64666666666666
Styx Master of Shadows,4.2
Subnautica,9.915384615384616
Sunless Sea,7.572727272727274
Super Crate Box,1.6029411764705883
Super Hexagon,3.2655172413793103
Super Killer Hornet Resurrection,3.15
Super Meat Boy,3.6264000000000003
Super Monday Night Combat,16.46
Superbrothers Sword & Sworcery EP,1.155
Supreme Commander,16.35
Supreme Commander 2,45.41346153846154
Supreme Commander Forged Alliance,84.91538461538462
Surgeon Simulator,4.492771084337349
Survarium,3.9000000000000004
Synergy,7.554545454545454
System Shock 2,3.2583333333333333
TERA,20.23813559322034
THE KING OF FIGHTERS XIII STEAM EDITION,3.2428571428571424
Tabletop Simulator,11.327777777777778
Tactical Intervention,3.4693548387096773
Takedown Red Sabre,2.8727272727272726
Tales from the Borderlands,11.546666666666665
Talisman Digital Edition,16.4
Team Fortress 2,45.18856266432954
Team Fortress Classic,0.8730769230769231
Teeworlds,1.8944444444444446
Teleglitch Die More Edition,1.6833333333333333
Terraria,63.0954248366013
Test Drive Unlimited 2,28.870833333333334
The Ball,7.0636363636363635
The Banner Saga,14.986206896551725
The Binding of Isaac,22.67125748502994
The Binding of Isaac Rebirth,84.19375
The Bridge,2.215
The Bureau XCOM Declassified,8.293333333333333
The Cave,9.05
The Crew,54.995000000000005
The Culling Of The Cows,1.8
The Darkness II,7.202857142857143
The Elder Scrolls III Morrowind,19.274358974358975
The Elder Scrolls IV Oblivion ,29.483333333333334
The Elder Scrolls Online Tamriel Unlimited,40.27058823529412
The Elder Scrolls V Skyrim,95.72068452380952
The Escapists,13.0
The Evil Within,8.55
The Expendabros,3.3718749999999997
The Forest,13.24375
The Guild II,3.6153846153846154
The Guild II Renaissance,7.216666666666666
The Incredible Adventures of Van Helsing,10.689473684210526
The Incredible Adventures of Van Helsing II,11.107142857142858
The LEGO Movie - Videogame,33.15
The Last Remnant,15.977777777777776
The Legend of Heroes Trails in the Sky,13.14
The Legend of Korra,5.383333333333333
The Long Dark,10.775862068965518
The Lord of the Rings Online,20.578787878787878
The Lord of the Rings War in the North,16.862745098039216
The Mighty Quest For Epic Loot,12.38780487804878
The Plan,0.46153846153846156
The Secret World,22.41875
The Secret of Monkey Island Special Edition,4.603225806451612
The Ship,3.869767441860465
The Ship Single Player,1.1521739130434783
The Ship Tutorial,0.2714285714285714
The Showdown Effect,3.0357142857142856
The Sims(TM) 3,51.12954545454545
The Stanley Parable,3.063636363636364
The Swapper,3.1692307692307695
The Talos Principle,17.754166666666666
The Testament of Sherlock Holmes,7.523529411764706
The Ultimate DOOM,0.9466666666666667
The Vanishing of Ethan Carter,4.409523809523809
The Walking Dead,15.456756756756757
The Walking Dead Season Two,11.270833333333334
The Way of Life Free Edition,0.29523809523809524
The Witcher 2 Assassins of Kings Enhanced Edition,19.14294117647059
The Witcher 3 Wild Hunt,63.33636363636363
The Witcher Enhanced Edition,17.029411764705884
The Wolf Among Us,9.906818181818181
They Bleed Pixels,2.2800000000000002
Thief,9.37794117647059
Thief Deadly Shadows,3.5454545454545454
Thief Gold,0.6076923076923078
Thinking with Time Machine,1.9100000000000001
This War of Mine,13.372222222222222
Thomas Was Alone,2.240740740740741
Ticket to Ride,7.783333333333334
Time Clickers,15.960714285714285
Tiny and Big Grandpa's Leftovers,1.7125
Titan Quest,4.386206896551724
Titan Quest Immortal Throne,18.480645161290322
To the Moon,2.9529411764705884
Toki Tori,2.55
Tom Clancy's Ghost Recon Future Soldier,18.80909090909091
Tom Clancy's Ghost Recon Phantoms - EU,23.608029197080292
Tom Clancy's Ghost Recon Phantoms - NA,21.695454545454545
Tom Clancy's Rainbow Six Vegas 2,8.361538461538462
Tom Clancy's Splinter Cell Blacklist,16.88108108108108
Tom Clancy's Splinter Cell Conviction,16.395000000000003
Tomb Raider,15.609313725490196
Tomb Raider Anniversary,2.727272727272727
Tomb Raider I,4.653846153846154
Torchlight,22.518666666666668
Torchlight II,33.78382352941176
Toribash,4.4722891566265055
Total War ATTILA,73.74166666666666
Total War Battles KINGDOM,4.0
Total War ROME II - Emperor Edition,113.29
Total War SHOGUN 2,76.88418079096046
Tower Wars,4.677777777777778
Town of Salem,14.416666666666666
TrackMania Stadium,23.825000000000003
Train Simulator,26.948979591836736
Transformers Fall of Cybertron,12.7375
Transformers War for Cybertron,9.033333333333333
Transformice,50.48444444444445
Transistor,5.741176470588235
Trials Evolution Gold Edition,15.936
Tribes Ascend,4.930232558139535
Trine,5.577777777777778
Trine 2,6.385496183206107
Tropico 3 - Steam Special Edition,14.016666666666666
Tropico 3 Absolute Power,35.90833333333333
Tropico 4,25.391176470588235
Tropico 5,19.457575757575757
Trove,19.045059288537548
Turbo Dismount,5.930000000000001
Two Worlds Epic Edition,7.1157894736842096
Two Worlds II,13.99655172413793
UberStrike,2.2085714285714286
Ultimate Tic-Tac-Toe,2.2399999999999998
Ultra Street Fighter IV,36.5075
Uncrowded,4.71
Undertale,13.89375
Unepic,8.677777777777777
Universe Sandbox,6.006
Unreal Tournament 2004,4.209090909090909
Unreal Tournament 3 Black Edition,8.916216216216215
Unreal Tournament Game of the Year Edition,26.318181818181817
Unturned,15.057436856875585
Uplink,4.678571428571429
VVVVVV,2.891891891891892
Valiant Hearts The Great War / Soldats Inconnus  Mmoires de la Grande Guerre,4.757142857142858
Valkyria Chronicles,9.89310344827586
Vampire The Masquerade - Bloodlines,36.12413793103448
Velvet Sundown,1.275
Verdun,10.133333333333333
Vessel,1.2999999999999998
Victoria II,41.07857142857143
Villagers and Heroes,3.8444444444444446
Vindictus,6.4653846153846155
Viscera Cleanup Detail,5.709090909090909
Viscera Cleanup Detail Santa's Rampage,4.563157894736842
WAKFU,34.869696969696975
WARMODE,2.5081632653061225
Waking Mars,4.14
War Inc. Battlezone,3.653125
War Thunder,34.53866666666667
War for the Overworld,10.154545454545454
War of the Roses,16.56086956521739
Warface,12.623353293413173
Warframe,56.569121140142514
Wargame AirLand Battle,42.228571428571435
Wargame European Escalation,22.735135135135135
Wargame Red Dragon,43.596296296296295
"Warhammer 40,000 Dawn of War  Dark Crusade",27.169565217391302
"Warhammer 40,000 Dawn of War  Soulstorm",12.527999999999999
"Warhammer 40,000 Dawn of War  Winter Assault",4.346666666666667
"Warhammer 40,000 Dawn of War - Game of the Year Edition",6.072727272727273
"Warhammer 40,000 Dawn of War II",26.091666666666665
"Warhammer 40,000 Dawn of War II  Retribution",53.90735294117647
"Warhammer 40,000 Dawn of War II - Chaos Rising",28.71818181818182
"Warhammer 40,000 Space Marine",15.979591836734693
Warhammer End Times - Vermintide,18.49411764705882
Warlock - Master of the Arcane,18.763636363636365
Wasteland 2,22.35909090909091
Watch_Dogs,17.72
Waveform,2.85
Wings of Prey,38.918181818181814
Wolfenstein The New Order,19.198387096774194
Wolfenstein The New Order German Edition,25.45
Wolfenstein The Old Blood ,7.207692307692308
Woodle Tree Adventures,2.123076923076923
World of Goo,2.2487804878048783
World of Guns Gun Disassembly,4.814492753623188
World of Soccer online,0.38571428571428573
Worms Armageddon,3.961904761904762
Worms Clan Wars,3.5666666666666664
Worms Reloaded,7.432
Worms Revolution,6.979166666666667
Worms Ultimate Mayhem,2.069230769230769
X-Blades,2.66
X-COM UFO Defense,10.666666666666666
X3 Albion Prelude,40.35
X3 Terran Conflict,8.572222222222223
XCOM Enemy Unknown,47.801863354037266
Xenonauts,14.616666666666667
Yet Another Zombie Defense,1.675
You Have to Win the Game,0.8842105263157896
You Need A Budget 4 (YNAB),14.063636363636363
Zeno Clash,1.675
Zombie Panic Source,15.643529411764707
Zombies Monsters Robots,5.917857142857143
resident evil 4 / biohazard 4,6.864285714285714
sZone-Online,0.9775862068965517
theHunter,2.4935483870967743
